,CompanyName,CompanyNumber,names,roles
2355882,L & K GROUP PLC,00066426,"['BLACK, Katie Louise:', 'BARGH, Alan John:', 'BARGH, Jill Marie:', 'CORNTHWAITE, Stuart:', 'DIXON, James Anthony:', 'DRINKALL, John Edward:', 'GARNETT, John Thomas:', 'GELDARD, John Addison:', 'HODGSON, Jonathan Walter:', 'LEE, Monica Mary, Professor:', 'WILSON, Trevor William:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2359842,L&B BLACKMOOR COMPANY PLC,09678253,"['COWLING, Ian Peter:', 'COWLING, Ian Peter:', 'MILES, Peter:']","['Secretary', 'Director', 'Director']"
2365244,LA MALICE PLC,05494600,"['HEYNEN, Marc Marcel:', 'HEYNEN, Marc Marcel:', 'PSZCZOLA, Marc Luc Noel:']","['Secretary', 'Director', 'Director']"
2368539,LACOMP PLC,01851201,"['LYONS, Diane:', 'BUXTORF, Peter Hans:', 'LYONS, Diane:', 'RUSSELL, John Spencer:', 'WILLMOT, Stephen Geoffrey:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
2368563,LACONS PLC,08490281,"['GREGORY, Sean Michael:', 'CARVER, Michael Joseph:', 'GREGORY, Sean Michael:']","['Secretary', 'Director', 'Director']"
2368925,LADBROKES GROUP FINANCE PLC,01429533,"['LADBROKES CORAL CORPORATE SECRETARIES LIMITED:', 'SMITH, Stuart John:', 'SUTTERS, Charles Alexander:', 'WOOD, Robert Matthew:']","['Secretary', 'Director', 'Director', 'Director']"
2371648,LAING O'ROURKE PLC.,04222545,"['TURNER, Robert Edward:', 'BAKER, Rowan Clare:', 'IGOE, Madeleina:', 'MURRAY, Joshua Jon:', ""O'CONNOR, John Christopher:"", ""O'ROURKE, Hugh Desmond:"", ""O'ROURKE, Raymond Gabriel:""]","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2372115,LAKE BRIDGE INTERNATIONAL PLC,09517223,"['KISILEVSKY, Valery:', 'MCKEARY, Mark James Crawford:']","['Director', 'Director']"
2372360,LAKE OF CONSTANCE INVESTMENT PLC,12197191,"['LEGAL SECRETARIES LTD:', 'HAASEMANN, Cord Herbert:', 'THREE STATES INVESTMENT LTD:']","['Secretary', 'Director', 'Director']"
2372671,LAKELAND ESTATES PLC,12700375,"['DALEY, Paul:', 'KING, David Edward:', 'PEACOCK, Andrew John Frederick:']","['Secretary', 'Director', 'Director']"
2373724,LAKEVIEW UK INVESTMENTS PLC,08652248,"['PIKE, Nicholas John:']",['Director']
2376945,LANARK MASTER ISSUER PLC,06302751,"['MASSON, Sunil:', 'BOZZINO, Julius Manuel:', 'FOX, Justin Robin  Ferrers Jermy:', 'MASSON, Sunil:']","['Secretary', 'Director', 'Director', 'Director']"
2378915,LAND INVESTORS PLC,01340308,"['GLOVER, Stephen Patrick:', 'GLOVER, Susan Jean:', 'GARRARD, David Eardley, Sir:', 'GLOVER, Susan Jean:']","['Secretary', 'Secretary', 'Director', 'Director']"
2379159,LAND SECURITIES CAPITAL MARKETS PLC,05193511,"['MILES, Elizabeth:', 'CADWALADR, Marc Peter:', 'FUTTER, Rosalind Charlotte:', 'GREENSLADE, Martin Frederick:', 'MAIRS, Cassani:', 'SHEARER, Ruth:', 'WOOD, Martin Reay:', 'WORTHINGTON, Martin Richard:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2379164,LAND SECURITIES GROUP PLC,04369054,"['MILES, Elizabeth:', 'ALLAN, Mark Christopher:', 'BONHAM CARTER, Edward Henry:', 'CADBURY, Nicholas Theodore:', 'COSGRAVE, Madeleine Elizabeth:', 'EVAIN, Christophe Armel Jean-Paul:', 'GREENSLADE, Martin Frederick:', 'HOGG, Cressida Mary:', ""O'SHEA, Colette:"", 'RAUCH, Stacey:', 'TAMHANE, Manjiry:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2379300,LANDA ASSET MANAGEMENT PLC,03500650,"['PISSARRO, Thomas Charles Lucien:', 'RICHARDSON, Michael Brian:']","['Director', 'Director']"
2379867,LANDGUARD PROPERTY INVESTMENTS PLC,00999130,"['HOARE, David Anthony:', 'HOARE, David Anthony:', 'JEANS, Richard Henry:']","['Secretary', 'Director', 'Director']"
2380571,LANDMARK MORTGAGE SECURITIES NO.1 PLC,05798184,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'JAFFE, Daniel Marc Richard:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
2380574,LANDMARK MORTGAGE SECURITIES NO.2 PLC,06047720,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'JAFFE, Daniel Marc Richard:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
2380577,LANDMARK MORTGAGE SECURITIES NO.3 PLC,06309499,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'JAFFE, Daniel Marc Richard:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
2381443,LANDSOURCE PLC,03862823,"['KEOGH, Simon Neil David:', 'MARSH, David Howard:', 'MARSH, Patricia Brenda:']","['Secretary', 'Director', 'Director']"
2381834,LANE GROUP PLC,00957723,"['COLLOFF, Lyn Carol:', 'LAWLOR, Timothy Charles:', 'WROATH, James:']","['Secretary', 'Director', 'Director']"
2381966,LANEBROOK MORTGAGE TRANSACTION 2020-1 PLC,12654708,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'ABRAHAMS, Susan Iris:', 'INTERTRUST DIRECTORS 1  LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
2382071,LANES GROUP PLC,03784486,"['NUTTON, David Richard:', 'BRIERLEY, Andrew James:', 'CROMPTON, Bruce Yardley:', 'EARNSHAW, Wayne Trevor:', 'LEIGH, Richard Elliot:', 'MOON, Kevin Andrew:', 'NORRIS, Scott Thomas:', 'NUTTON, David Richard:', 'TODD, Matthew Richard:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2382546,LANGDALE OWNERS PLC,03142636,"['DURNALL, Anne Louise:', 'CAMILLERI, Don:', 'COLETTA, Michael Christopher:', 'CROOK, Robert:', 'CROUCH, Frederick Osborne:', 'HAMILTON, William Ian Robertson:', 'LONGMUIR, Joseph:', 'WATLER, Dale Edward:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2383320,LANGLEY HOLDINGS PLC,01321615,"['SEXTON, Paul:', 'LANGLEY, Anthony John:', 'LANGLEY, Bernard James:', 'LANGLEY, William Anthony:', 'NEALE, Michael John:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
2383956,LANGTON SECURITIES (2008-1) PLC.,06432564,"['SANTANDER SECRETARIAT SERVICES LIMITED:', 'RANGER, Thomas:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
2383957,LANGTON SECURITIES (2010-1) PLC,07381471,"['SANTANDER SECRETARIAT SERVICES LIMITED:', 'PEARCE, Clifford:', 'RANGER, Thomas:', 'WHITAKER, Paivi Helena:']","['Secretary', 'Director', 'Director', 'Director']"
2383958,LANGTON SECURITIES (2010-2) PLC,07381453,"['SANTANDER SECRETARIAT SERVICES LIMITED:', 'PEARCE, Clifford:', 'RANGER, Thomas:', 'WHITAKER, Paivi Helena:']","['Secretary', 'Director', 'Director', 'Director']"
2384650,LANNRAIG MASTER ISSUER PLC,07454283,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'FOX, Justin Robin  Ferrers Jermy:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
2385047,LANSDOWNE OIL & GAS PLC,05662495,"['CASEY, Con:', 'AULD, Jeffrey David:', 'BOLDY, Stephen Andrew Renwick, Dr:', 'TORRINGTON, Timothy Howard St George, Viscount Torrington:']","['Secretary', 'Director', 'Director', 'Director']"
2385394,LANTERN RECOVERY SPECIALISTS PLC,02186762,"['COLEMAN, Craig:', 'COLEMAN, Craig:', 'COLEMAN, Lee:', 'COLEMAN, Raymond Michael:', 'COLEMAN, Ryan:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
2386425,LARA GROUP PLC,10245668,"['PRESLAND, Allan Michael:', 'PRESLAND, Allan Michael:', 'MBH CORPORATION PLC:']","['Secretary', 'Director', 'Director']"
2388779,LASER ABS 2017 PLC,10338997,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'JAFFE, Daniel Marc Richard:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
2388781,LASER ABS 2021 PLC,12874676,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'ABRAHAMS, Susan Iris:', 'INTERTRUST DIRECTORS 1  LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
2389176,LASERCHROM HPLC LABORATORIES LTD,03128109,"['JONES, Stuart Kenneth Russell, Dr:', 'JONES, Stuart Kenneth Russell, Dr:']","['Secretary', 'Director']"
2390254,LASTING MEMORIES PLC,11528865,"['RAMOS, Mark:', 'RAMOS, Mark:']","['Secretary', 'Director']"
2390579,LATCHWAYS PLC,01189060,"['GOODBODY NORTHERN IRELAND SECRETARIAL LIMITED:', 'DAUGHERTY, James Michael:', 'RODA, Richard William:']","['Secretary', 'Director', 'Director']"
2393504,LAUREL GORDON PLC,02298158,"['THOMAS, Barry Adrian Southey:', 'THOMAS, Barry Adrian Southey:', 'THOMAS, Russell Arthur Gordon:']","['Secretary', 'Director', 'Director']"
2395843,LAW DEBENTURE CORPORATION PLC(THE),00030397,"['LAW DEBENTURE CORPORATE SERVICES LTD:', 'BOND, Timothy Nicholas:', 'BRIDGEMAN, Mark George Orlando:', 'FINN, Claire Elizabeth Catherine:', 'HINGLEY, Robert Charles Anthony:', 'HOUSTON, Patricia:', 'JACKSON, Denis:', 'LAING, Robert John, The Hon.:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2395844,LAW DEBENTURE FINANCE P.L.C.,03832429,"['LAW DEBENTURE CORPORATE SERVICES LTD:', 'JACKSON, Denis:', 'L.D.C. CORPORATE DIRECTOR NO 1 LIMITED:', 'L.D.C. CORPORATE DIRECTOR NO 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
2395850,LAW DEBENTURE TRUST CORPORATION P.L.C.(THE),01675231,"['LAW DEBENTURE CORPORATE SERVICES LTD:', 'ANDERSON, Denyse Monique:', 'ASHWORTH, Mark Heddle:', 'JACKSON, Denis:', 'RANCE, Richard David:', 'SOLARZ, Eliot:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
2400487,LBO CORPORATION PLC,13077741,"['GILBERT, Deborah:', 'FAGEN, Simon:', 'GILBERT, Oliver Michael:']","['Secretary', 'Director', 'Director']"
2402213,LCR FINANCE PLC,03608329,"['DOBSON, Elizabeth Jane:', 'MIR, Maqsood:', 'VON WENTZEL, John Alvo:']","['Secretary', 'Director', 'Director']"
2404310,LE CHEF PLC,09273766,"['IMAM, Mohammad Omar:', 'MIAH, Sufi:', 'MUNIM, Mohammed Abdul:', 'RUSSELL, Showkat Aziz:']","['Secretary', 'Director', 'Director', 'Director']"
2407961,LEAMOUTH CAPITAL PLC,10467065,"['PEARSON, David Nicholas:', 'CHEUNG, Hong Pak:', 'MULRYAN, John Martin:', 'PEARSON, David Nicholas:', 'TSANG, Terrence:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
2408214,LEAN PLC,09623984,"['WIL DORENBOS LLC:', 'DORENBOS, Anna Katiana:', 'DORENBOS, Wilhelm Max:']","['Secretary', 'Director', 'Director']"
2409831,LEARNING TECHNOLOGIES GROUP PLC,07176993,"['WALSH, Claire, Head Of Legal:', 'BODDIE, Simon:', 'BRODE, Andrew Stephen:', 'CHAPPLE, Aimie Nicole Smith:', 'ELTON, Neil Anthony:', 'LEA, Piers:', 'REED, Leslie-Ann:', 'SATCHELL, Jonathan David:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2411333,LECICO PLC,02088118,"['ACKERS, Bryan Stephen:', 'ACKERS, Bryan Stephen:', 'ACTON, William George:', 'GARGOUR, Alain Nicolas:', 'GARGOUR, Taher Gilbert:', 'GATER, David Michael:', 'HAMER, Keith William:', 'THOMPSON, John Anthony:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2413781,LEED RESOURCES PLC,06034226,"['PORTER, Robert Charles:', 'GIBBS, Ian Shaun:', 'GRUNDY, John Charles:', 'ZORAB, Charles Henry:']","['Secretary', 'Director', 'Director', 'Director']"
2414156,LEEDS GROUP PLC,00067863,"['HENDERSON, Dawn:', 'CLAESSON, Johan:', 'COOPER, David Gordon:', 'HEMMERS, Jorg Helmut:', 'HOLMSTROM, Jan Gustaf Lennart:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
2416066,LEGACY PLC,03694926,"['BOURNE, Robert Anthony:', 'BOURNE, Robert Anthony:', 'ROSEN, Hugh:']","['Secretary', 'Director', 'Director']"
2416306,LEGAL & GENERAL FINANCE PLC,02338444,"['LEGAL & GENERAL CO SEC LIMITED:', 'DAVIES, Stuart Jeffrey:', ""O'NEILL, Garvan:"", 'TURLEY, Francis Bernard:']","['Secretary', 'Director', 'Director', 'Director']"
2416310,LEGAL & GENERAL GROUP PLC,01417162,"['TIMMS, Geoffrey:', 'BALDOCK, Henrietta Caroline:', 'BROADLEY, Philip Arthur John:', 'DAVIES, Stuart Jeffrey:', 'KINGMAN, John Oliver Frank, Sir:', 'KNOX, Lesley Mary Samuel:', 'LEWIS, Melville George:', 'LEWIS, Ric Wayne:', 'STRAUSS, Toby Emil:', 'WILSON, Julia Susan:', 'WILSON, Nigel David, Dr:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2416825,LEGAL QUEST PLC,09039476,"['SWAIN, Stephen Roy:', 'GOTH, Peter:', 'SWAIN, Stephen Roy:', 'TAYLOR, Nicholas Mark:']","['Secretary', 'Director', 'Director', 'Director']"
2418510,LEICESTER FOOTBALL CLUB PLC,03459344,"['FORD, Mary:', 'CVETKOVIC, Petar:', 'GREEN, Duncan Comrie:', 'KAY, Benedict James:', 'KENNEDY, Fintan Michael:', 'PINCHEN, Andrea Claire:', 'SCOTT, Thomas Richard:', 'TOM, Peter William Gregory:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2419165,LEIGH INTERESTS PLC,00220913,"['GOUGH, Celia Rosalind:', 'GERRARD, David Andrew:', 'GOUGH, Celia Rosalind:']","['Secretary', 'Director', 'Director']"
2419982,LEISURE HOME INSURANCE PLC,05076754,"['MUNRO, Stephen Peter:', 'ELLACOTT, Daniel James:', 'MUNRO, Stephen Peter:', ""O'DELL, Terence William John:"", 'PEAPER, Brian Charles:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
2422328,LENDINVEST SECURED INCOME PLC,10408072,"['FAES, Christian Edouard:', 'THOMAS, Ian Edward:']","['Director', 'Director']"
2422359,LENDLEASE EUROPE FINANCE PLC,03954113,"['PACKER, Mark John:', 'MACKELLAR, Thomas Lachlan:', 'MORRIS, Elma Pearson:', 'PARK, Jae Hee:']","['Secretary', 'Director', 'Director', 'Director']"
2423951,LEODIS LEEDS HOLDING (2016) PLC,10324217,"['MWLAW SERVICES LIMITED:', 'MCKEOWN, Sean Thomas:', 'SHWEIRY, George Nicholas:']","['Secretary', 'Director', 'Director']"
2424271,LEON NATURALLY FAST FOOD PLC,08106329,"['BURFORD, Christopher Victor:', 'EVANS, Nicholas David:', 'SKINNER, Spencer John Banks:', 'SMALLEY, Timothy John:', 'VINCENT, John Alexander:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
2425632,LERNEN BONDCO PLC,11539218,"['EMW SECRETARIES LIMITED:', 'JANSEN, Christopher Trevor Peter:', 'PINCHBECK, Jayne:', 'UZIELLI, Michael:']","['Secretary', 'Director', 'Director', 'Director']"
2426901,LESTA PACKAGING PLC,01395330,"['ALIMAHOMED, Khairoonisha Farouk:', 'ALIMAHOMED, Mahomed Farouk:', 'ALIMAHOMED, Osman Farouk:']","['Secretary', 'Director', 'Director']"
2430320,LEVER TECHNOLOGY GROUP PLC,03276354,"['STEWART, Jennifer:', 'LEVER, Alan:', 'LEVER, Ian John:']","['Secretary', 'Director', 'Director']"
2436260,LH PLC,02802249,"[""O'CONNOR, Imelda:"", 'DAVIS, Paul Steven:', 'MALLOZZI, Roberto:', 'MITCHELL, Timothy Michael:', ""O'CONNOR, Imelda:""]","['Secretary', 'Director', 'Director', 'Director', 'Director']"
2437103,LIAISON LIFE INSURANCE AND INVESTMENT SERVICES OF NOTTINGHAM PLC,00934821,"['BETTS, Mark:', 'SINGH, Hardev:']","['Director', 'Director']"
2438442,LIBERTY FUNDING PLC,11821999,"['D & A SECRETARIAL SERVICES LIMITED:', 'BARRASFORD, Robin Jack:', 'TZANEV, Youlian Vladimirov:']","['Secretary', 'Director', 'Director']"
2438473,LIBERTY GLOBAL PLC,08379990,"['HALL, Bryan Hambleton:', 'COLE, Andrew James:', 'CURTIS, Miranda Theresa Claire:', 'DICK, John William:', 'FRIES, Michael Thomas:', 'GOULD, Paul Alan:', 'GREEN, Richard Roy:', 'MALONE, John Carl:', 'RAPLEY, David Ellis:', 'ROMRELL, Larry:', 'WARGO, J David:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2438652,LIBERTY LIVING FINANCE PLC,10979349,"['SZPOJNAROWICZ, Christopher Robert:', 'LISTER, Joseph Julian:', 'SMITH, Richard Sauvan:']","['Secretary', 'Director', 'Director']"
2438704,LIBERTY MERCHANT BAR PLC,01860172,"['TOHANI, Sanjay:', 'GARG, Virinder Bahadur:', 'GUPTA, Sanjeev:', 'TOHANI, Sanjay:']","['Secretary', 'Director', 'Director', 'Director']"
2439136,LIBRA (LONGHURST GROUP) TREASURY NO 2 PLC,11240880,"['GRIFFITHS, Robert Ian:', 'BARNETT, Clive John:', 'CARR, Joseph:', 'GRIFFITHS, Robert Ian:', 'MORRIS, Angela:', 'TYSON, Christopher David:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
2439137,LIBRA (LONGHURST GROUP) TREASURY PLC,08077172,"['GRIFFITHS, Robert Ian:', 'BARNETT, Clive John:', 'CARR, Joseph:', 'GRIFFITHS, Robert Ian:', 'MORRIS, Angela:', 'TYSON, Christopher David:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
2440170,LIDCO GROUP PLC,02659005,"['HALL, Timothy Richard:', 'MUHSIN, Bilal:', 'SASSONE, Matthew Giovanni:', 'YOUNG, Micah Wesley:']","['Secretary', 'Director', 'Director', 'Director']"
2441589,LIFE SETTLEMENT ASSETS PLC,10918785,"['ISCA ADMINISTRATION SERVICES LIMITED:', 'BAINES, Michael George Coriat Talbot:', 'CASEY, Christopher Michael:', 'TURKMEN, Behcet Guner:']","['Secretary', 'Director', 'Director', 'Director']"
2442269,LIFELINE PLC,02128013,"['NADAL, Miguel Jose:', 'NADAL, Sebastian:', 'NADAL, Miguel Jose:', 'NADAL, Miguel Jose, Dr:', 'NADAL, Sebastian:']","['Secretary', 'Secretary', 'Director', 'Director', 'Director']"
2443652,LIFT-INVEST PLC,10144705,"['WESTBROOK, Clive John:', 'ADAMS, Joel Matthew:', 'HOLDEN, Michael Ian:', 'WESTBROOK, Clive John:']","['Secretary', 'Director', 'Director', 'Director']"
2444380,LIGHT LEISURE PLC,07547014,"['VEEDER, Terence:', 'KAMARA, Hassan Marius:']","['Secretary', 'Director']"
2446556,LIGHTSPEED FIBRE NETWORKS 1 PLC,12666748,"['TAYLOR, David Alexander John:', 'BELL, Graham Robert:', 'SYKES, Henry Hugo Humphrey:']","['Secretary', 'Director', 'Director']"
2446686,LIGHTWAVERF PLC,06690180,"['EDWARDS, Kevin John:', 'EDWARDS, Kevin John:', 'ELLIOTT, Jason Gary:', 'HARRIS, Steven Allen:', 'LORD, Michael Richard:', 'SHERMER, John Thomas:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
2446750,LIGHTWOOD PLC,03176771,"['HARRIS, Terry John:', 'FRANCIS, Alan John:', 'HARRIS, Terry John:']","['Secretary', 'Director', 'Director']"
2447287,LIKEWISE GROUP PLC,08010067,"['POVEY, Roy:', 'BASSI, Paramjit Paul Singh:', 'BREWER, Anthony John:', 'POVEY, Roy:', 'SIMPSON, Andrew James William:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
2451250,LIMITED LIFE ASSETS ISSUANCE PLC,07576944,"['WILMINGTON TRUST SP SERVICES (LONDON) LIMITED:', 'KYRIAKOPOULOS, Ioannis:', 'WILMINGTON TRUST SP SERVICES (LONDON) LIMITED:']","['Secretary', 'Director', 'Director']"
2451370,LIMITLESS EARTH PLC,08810879,"['JAGATIA, Nilesh:', 'CONTESSO, Guido:', 'JAGATIA, Nilesh Kumar:', 'JAY, Peter Harry:']","['Secretary', 'Director', 'Director', 'Director']"
2452259,LINCO PLC,01972235,"['ALLMAN, Stephen Paul:', 'BENNETT, Kevin:', 'GRIFFIN, Wayne:', 'SHORTIS, Richard John:']","['Secretary', 'Director', 'Director', 'Director']"
2455258,LINEAR INNOVATIONS PLC,09428806,"['DOLMAN, Russell:']",['Director']
2456010,LINGFIELD 2014 I PLC,09214984,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'JAFFE, Daniel Marc Richard:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
2456374,LINGWOOD ESTATES PLC,00304503,"['KING, Ismay Agnes:', 'KING, Gerald Howard:', 'KING, Ismay Agnes:', 'KING THOMPSON, Hilary Anne:', 'KING-THOMPSON, Toby Nedworth:', 'SHORTHOUSE, Helen Francine:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
2456398,LINGXIU ZHONGYUAN PLC,09334029,"['XU, Zijun:', 'WU, Yao:', 'YANG, Shujun:']","['Secretary', 'Director', 'Director']"
2456735,LINK FX PLC,03129173,"['KERRY SECRETARIAL SERVICES LIMITED:', 'DEANS, Harry Albert:', 'DURRANI, Adam Jonathan:']","['Secretary', 'Director', 'Director']"
2456906,LINK ORGANISATION PLC-THE,NF003217,"['KINGHAM, Paul:', 'CHAPMAN, Karl Edward Kevin Thomas:', 'GORDON, Michael Winston George:']","['Secretary', 'Director', 'Director']"
2457515,LINKLEASE FINANCE PLC,11663405,"['HOPEWELL, Simon James:', 'INTERTRUST CORPORATE SERVICES LIMITED:', 'MAURITZON, Carl Hakan:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Secretary', 'Director', 'Director', 'Director']"
2458437,LINQ HOUSING PLC,09475934,"['CLARKE, Jonathan Andrew:', 'BOOKER, David John:', 'DAVIE, Stephen Mark:', 'FADAHUNSI, Wasiu Olusola:', 'GATRELL, Andrew James Edward:', 'GOMAR, Mark James:', 'SHINTON, John David:', 'SUGDEN, Andrew:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2459274,LION ALTERNATIVE ENERGY PLC,07183304,"['UK NOMINEE DIRECTORS AND PARTNERS SERVICES LTD:', 'BRANDON OBE, Nigel:', 'FAROOQI, Hammad:', 'GHERVESCU, Radu:', 'HATZIPANAGIOTIDIS, Efstratios:', 'LIAPIS, Konstantinos:', 'STACHURA, Anna Alina:', 'VERYKIOS, Xenophon:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2460664,LIONTRUST ASSET MANAGEMENT PLC,02954692,"['JACKSON, Mark Andrew:', 'ABROL, Vinay Kumar:', 'BARBOUR, Alastair William Stewart:', 'BISHOP, Michael John:', 'DONALD, Mandy:', 'IONS, John Stephen:', 'TICKELL, Sophia Mary:', 'YEANDLE, George Robb:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
2461469,LIQUID TELECOMMUNICATIONS FINANCING PLC,10759673,"['MARSH, Helen Kathryn:', 'HENNESSY, Kate Eleanor Maria:', 'MASIYIWA, Strive:', 'PEMHIWA, Hardwork Njodzi:', 'RUDNICK, Nicholas Trevor:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
2461559,LIQUIDITY HOLDINGS PLC,11644942,"['SUFIAN AL AGHA & CO:', 'BARDELL, Hugh James:', 'MILLS, Kevin Stephen:']","['Secretary', 'Director', 'Director']"
2463043,LIST GROUP PLC,01243960,"['LIST, Craig Cyril:', 'LIST, Craig Cyril:', 'LIST, Dean Terence:']","['Secretary', 'Director', 'Director']"
2463852,LITERACY CAPITAL PLC,10976145,"['PINDAR, Paul Richard Martin:', 'DADY, Kevin Peter:', 'DOWNING, Simon Richard:', 'PINDAR, Paul Richard Martin:', 'SELLERS, Christopher George:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
